Time,"UTC TIME",Anum,Fnum,Height,Speed,Angle,Longitude,Latitude
1685428353,"2023-05-30 06:32:33",B208P,MU5757,1895,18.52,270,102.933838,25.109413
1685428357,"2023-05-30 06:32:37",B208P,MU5757,1895,18.52,292,102.933583,25.109501
1685428362,"2023-05-30 06:32:42",B208P,MU5757,1895,20.372,303,102.933344,25.109632
1685428367,"2023-05-30 06:32:47",B208P,MU5757,1895,22.224,309,102.933151,25.10978
1685428372,"2023-05-30 06:32:52",B208P,MU5757,1895,22.224,309,102.932931,25.109976
1685428378,"2023-05-30 06:32:58",B208P,MU5757,1895,24.076,309,102.932692,25.110148
1685428382,"2023-05-30 06:33:02",B208P,MU5757,1895,25.928,309,102.932424,25.110336
1685428388,"2023-05-30 06:33:08",B208P,MU5757,1895,27.78,309,102.932214,25.110523
1685428392,"2023-05-30 06:33:12",B208P,MU5757,1895,29.632,309,102.931918,25.110727
1685428397,"2023-05-30 06:33:17",B208P,MU5757,1895,29.632,309,102.931582,25.110975
1685428403,"2023-05-30 06:33:23",B208P,MU5757,1895,31.484,309,102.93125,25.111213
1685428407,"2023-05-30 06:33:27",B208P,MU5757,1895,29.632,309,102.930878,25.111457
1685428412,"2023-05-30 06:33:32",B208P,MU5757,1895,29.632,309,102.93059,25.111675
1685428417,"2023-05-30 06:33:37",B208P,MU5757,1895,25.928,309,102.930259,25.11188
1685428422,"2023-05-30 06:33:42",B208P,MU5757,1895,18.52,309,102.930017,25.112048
1685428427,"2023-05-30 06:33:47",B208P,MU5757,1895,16.668,323,102.929904,25.112161
1685428432,"2023-05-30 06:33:52",B208P,MU5757,1895,18.52,351,102.929796,25.112309
1685428437,"2023-05-30 06:33:57",B208P,MU5757,1895,20.372,19,102.929787,25.11253
1685428443,"2023-05-30 06:34:03",B208P,MU5757,1895,20.372,33,102.929881,25.112734
1685428448,"2023-05-30 06:34:08",B208P,MU5757,1895,24.076,39,102.930074,25.112985
1685428453,"2023-05-30 06:34:13",B208P,MU5757,1895,25.928,39,102.930296,25.113188
1685428458,"2023-05-30 06:34:18",B208P,MU5757,1895,27.78,39,102.930505,25.113425
1685428463,"2023-05-30 06:34:23",B208P,MU5757,1895,29.632,39,102.930742,25.113697
1685428468,"2023-05-30 06:34:28",B208P,MU5757,1895,31.484,39,102.931033,25.114031
1685428473,"2023-05-30 06:34:33",B208P,MU5757,1895,33.336,39,102.931311,25.114353
1685428478,"2023-05-30 06:34:38",B208P,MU5757,1895,35.188,39,102.931578,25.114653
1685428484,"2023-05-30 06:34:44",B208P,MU5757,1895,37.04,39,102.93193,25.115036
1685428488,"2023-05-30 06:34:48",B208P,MU5757,1895,38.892,39,102.932259,25.115428
1685428494,"2023-05-30 06:34:54",B208P,MU5757,1895,40.744,39,102.932565,25.115809
1685428498,"2023-05-30 06:34:58",B208P,MU5757,1895,42.596,39,102.932914,25.116221
1685428504,"2023-05-30 06:35:04",B208P,MU5757,1895,44.448,39,102.933282,25.116638
