Time,"UTC TIME",Anum,Fnum,Height,Speed,Angle,Longitude,Latitude
1735967259,"2025-01-04 05:07:39",B5947,CA1332,0,229.648,333,113.79628753662,22.633529663086
1735967314,"2025-01-04 05:08:34",B5947,CA1332,441.96,305.58,319,113.77391052246,22.669010162354
1735967354,"2025-01-04 05:09:14",B5947,CA1332,800.1,322.248,313,113.74978637695,22.689510345459
1735967365,"2025-01-04 05:09:25",B5947,CA1332,952.5,318.544,314,113.74091339111,22.697570800781
1735967432,"2025-01-04 05:10:32",B5947,CA1332,1379.22,463,319,113.69181060791,22.747560501099
1735967452,"2025-01-04 05:10:52",B5947,CA1332,1638.3,472.26,318,113.67719268799,22.762479782104
1735967467,"2025-01-04 05:11:07",B5947,CA1332,1828.8,488.928,327,113.66348266602,22.777820587158
1735967482,"2025-01-04 05:11:22",B5947,CA1332,2065.02,490.78,356,113.65795898438,22.796169281006
1735967497,"2025-01-04 05:11:37",B5947,CA1332,2270.76,501.892,26,113.66312408447,22.815530776978
1735967512,"2025-01-04 05:11:52",B5947,CA1332,2400.3,524.116,35,113.67459106445,22.831699371338
1735967526,"2025-01-04 05:12:06",B5947,CA1332,2529.84,535.228,35,113.68398284912,22.844020843506
1735967541,"2025-01-04 05:12:21",B5947,CA1332,2712.72,548.192,34,113.69648742676,22.860729217529
1735967555,"2025-01-04 05:12:35",B5947,CA1332,2956.56,542.636,34,113.7088470459,22.877380371094
1735967570,"2025-01-04 05:12:50",B5947,CA1332,3124.2,550.044,20,113.71752929688,22.892030715942
1735967585,"2025-01-04 05:13:05",B5947,CA1332,3223.26,583.38,1,113.72152709961,22.913499832153
1735967600,"2025-01-04 05:13:20",B5947,CA1332,3307.08,616.716,342,113.71597290039,22.938940048218
1735967615,"2025-01-04 05:13:35",B5947,CA1332,3375.66,648.2,340,113.70684814453,22.961517333984
1735967630,"2025-01-04 05:13:50",B5947,CA1332,3489.96,664.868,339,113.69735717773,22.984699249268
1735967643,"2025-01-04 05:14:03",B5947,CA1332,3657.6,670.424,339,113.68927001953,23.004020690918
1735967658,"2025-01-04 05:14:18",B5947,CA1332,3840.48,677.832,339,113.67962646484,23.026889801025
1735967673,"2025-01-04 05:14:33",B5947,CA1332,4008.12,690.796,339,113.66871643066,23.052579879761
1735967688,"2025-01-04 05:14:48",B5947,CA1332,4160.52,701.908,338,113.65985870361,23.073350906372
1735967703,"2025-01-04 05:15:03",B5947,CA1332,4282.44,722.28,339,113.64756774902,23.1021900177
1735967718,"2025-01-04 05:15:18",B5947,CA1332,4472.94,731.54,338,113.63813018799,23.124300003052
1735967738,"2025-01-04 05:15:38",B5947,CA1332,4777.74,731.54,339,113.62055969238,23.165449142456
1735967756,"2025-01-04 05:15:56",B5947,CA1332,5006.34,725.984,338,113.61106872559,23.187610626221
1735967778,"2025-01-04 05:16:18",B5947,CA1332,5410.2,716.724,340,113.59323883057,23.229570388794
1735967793,"2025-01-04 05:16:33",B5947,CA1332,5638.8,716.724,338.5,113.5817489624,23.256330490112
1735967808,"2025-01-04 05:16:48",B5947,CA1332,5836.92,718.576,338,113.57192993164,23.279279708862
1735967823,"2025-01-04 05:17:03",B5947,CA1332,6004.56,720.428,338,113.56252288818,23.301349639893
1735967838,"2025-01-04 05:17:18",B5947,CA1332,6187.44,722.28,339,113.55104064941,23.328050613403
1735967852,"2025-01-04 05:17:32",B5947,CA1332,6370.32,724.132,336,113.54020690918,23.351940155029
1735967867,"2025-01-04 05:17:47",B5947,CA1332,6545.58,724.132,332,113.52716827393,23.376159667969
1735967882,"2025-01-04 05:18:02",B5947,CA1332,6713.22,724.132,329,113.51165771484,23.400789260864
1735967897,"2025-01-04 05:18:17",B5947,CA1332,6873.24,722.28,326,113.49598693848,23.422430038452
1735967912,"2025-01-04 05:18:32",B5947,CA1332,7033.26,722.28,323,113.47798156738,23.444412231445
1735967927,"2025-01-04 05:18:47",B5947,CA1332,7193.28,720.428,319,113.45931243896,23.464550018311
1735967942,"2025-01-04 05:19:02",B5947,CA1332,7360.92,718.576,318,113.43872070312,23.484859466553
1735967957,"2025-01-04 05:19:17",B5947,CA1332,7513.32,731.54,327,113.42064666748,23.506940841675
1735967972,"2025-01-04 05:19:32",B5947,CA1332,7658.1,747.282,334.8,113.40663146973,23.531179428101
1735967987,"2025-01-04 05:19:47",B5947,CA1332,7787.64,764.876,344,113.39627075195,23.557989120483
1735968002,"2025-01-04 05:20:02",B5947,CA1332,7894.32,787.1,353,113.38993835449,23.587369918823
1735968017,"2025-01-04 05:20:17",B5947,CA1332,8016.24,813.028,1,113.38857269287,23.615936279297
1735968032,"2025-01-04 05:20:32",B5947,CA1332,8107.68,822.288,3,113.39004516602,23.644592285156
1735968047,"2025-01-04 05:20:47",B5947,CA1332,8244.84,825.992,2,113.39151763916,23.67333984375
1735968067,"2025-01-04 05:21:07",B5947,CA1332,8420.1,825.992,2,113.39373016357,23.721340179443
1735968082,"2025-01-04 05:21:22",B5947,CA1332,8534.4,827.844,2,113.39508056641,23.751937866211
1735968097,"2025-01-04 05:21:37",B5947,CA1332,8648.7,833.4,2,113.39656066895,23.785949707031
1735968112,"2025-01-04 05:21:52",B5947,CA1332,8740.14,837.104,2,113.39797973633,23.817430496216
1735968127,"2025-01-04 05:22:07",B5947,CA1332,8816.34,844.512,2,113.39938354492,23.849639892578
1735968142,"2025-01-04 05:22:22",B5947,CA1332,8862.06,850.068,2,113.40083312988,23.881860733032
1735968157,"2025-01-04 05:22:37",B5947,CA1332,8869.68,855.624,2,113.40235137939,23.915859222412
1735968172,"2025-01-04 05:22:52",B5947,CA1332,8869.68,853.772,2,113.40383148193,23.947814941406
1735968187,"2025-01-04 05:23:07",B5947,CA1332,8869.68,851.92,2,113.4054107666,23.979810714722
1735968202,"2025-01-04 05:23:22",B5947,CA1332,8930.64,853.772,2,113.40689086914,24.011600494385
1735968217,"2025-01-04 05:23:37",B5947,CA1332,9052.56,851.92,2,113.40836334229,24.043720245361
1735968232,"2025-01-04 05:23:52",B5947,CA1332,9159.24,851.92,2,113.40984344482,24.075189590454
1735968247,"2025-01-04 05:24:07",B5947,CA1332,9220.2,859.328,2,113.41130828857,24.108400344849
1735968262,"2025-01-04 05:24:22",B5947,CA1332,9273.54,868.588,2,113.41268920898,24.13990020752
1735968281,"2025-01-04 05:24:41",B5947,CA1332,9342.12,875.996,2,113.41435241699,24.176998138428
1735968296,"2025-01-04 05:24:56",B5947,CA1332,9403.08,883.404,2,113.41583251953,24.208919525146
1735968311,"2025-01-04 05:25:11",B5947,CA1332,9464.04,887.108,2,113.41690063477,24.236890792847
1735968326,"2025-01-04 05:25:26",B5947,CA1332,9525,892.664,2,113.41813659668,24.274940490723
1735968340,"2025-01-04 05:25:40",B5947,CA1332,9616.44,894.516,2,113.41916656494,24.309070587158
1735968355,"2025-01-04 05:25:55",B5947,CA1332,9738.36,888.96,2,113.42021179199,24.342439651489
1735968370,"2025-01-04 05:26:10",B5947,CA1332,9898.38,879.7,2,113.42133331299,24.375230789185
1735968385,"2025-01-04 05:26:25",B5947,CA1332,10043.16,872.292,2,113.42234039307,24.408330917358
1735968400,"2025-01-04 05:26:40",B5947,CA1332,10081.26,875.996,1,113.42321014404,24.443420410156
1735968415,"2025-01-04 05:26:55",B5947,CA1332,10088.88,875.996,1,113.4241027832,24.478839874268
1735968430,"2025-01-04 05:27:10",B5947,CA1332,10088.88,874.144,1,113.42498779297,24.511140823364
1735968445,"2025-01-04 05:27:25",B5947,CA1332,10088.88,872.292,2,113.42601013184,24.544370651245
1735968460,"2025-01-04 05:27:40",B5947,CA1332,10088.88,870.44,2,113.42694854736,24.576650619507
1735968475,"2025-01-04 05:27:55",B5947,CA1332,10088.88,868.588,2,113.42794036865,24.609149932861
1735968490,"2025-01-04 05:28:10",B5947,CA1332,10088.88,868.588,1,113.42890930176,24.641639709473
1735968505,"2025-01-04 05:28:25",B5947,CA1332,10088.88,866.736,1,113.42990112305,24.674549102783
