Time,"UTC TIME",Anum,Fnum,Height,Speed,Angle,Longitude,Latitude
1704538353,"2024-01-06 10:52:33",B1766,CA1681,15.24,292.616,353,116.613647,40.083298
1704538368,"2024-01-06 10:52:48",B1766,CA1681,327.66,262.984,355,116.612195,40.093953
1704538383,"2024-01-06 10:53:03",B1766,CA1681,518.16,277.8,11,116.61307,40.10461
1704538398,"2024-01-06 10:53:18",B1766,CA1681,662.94,314.84,35,116.620372,40.114017
1704538413,"2024-01-06 10:53:33",B1766,CA1681,891.54,300.024,26,116.627319,40.123856
1704538428,"2024-01-06 10:53:48",B1766,CA1681,1005.84,338.916,24,116.633793,40.134872
1704538443,"2024-01-06 10:54:03",B1766,CA1681,1104.9,377.808,25,116.641357,40.147339
1704538458,"2024-01-06 10:54:18",B1766,CA1681,1318.26,396.328,44,116.65259,40.15883
1704538473,"2024-01-06 10:54:33",B1766,CA1681,1546.86,411.144,64,116.66944,40.16713
1704538488,"2024-01-06 10:54:48",B1766,CA1681,1653.54,455.592,82,116.69022,40.1709
1704538503,"2024-01-06 10:55:03",B1766,CA1681,1638.3,483.372,84,116.713013,40.172882
1704538518,"2024-01-06 10:55:18",B1766,CA1681,1645.92,488.928,85,116.737488,40.174438
1704538533,"2024-01-06 10:55:33",B1766,CA1681,1661.16,498.188,84,116.76076,40.176257
1704538548,"2024-01-06 10:55:48",B1766,CA1681,1661.16,503.744,83,116.78523,40.178352
1704538563,"2024-01-06 10:56:03",B1766,CA1681,1722.12,509.3,81,116.809692,40.180801
1704538578,"2024-01-06 10:56:18",B1766,CA1681,1882.14,511.152,72,116.833857,40.185614
1704538593,"2024-01-06 10:56:33",B1766,CA1681,2141.22,505.596,66,116.856873,40.192795
1704538608,"2024-01-06 10:56:48",B1766,CA1681,2415.54,505.596,66,116.879363,40.200464
1704538623,"2024-01-06 10:57:03",B1766,CA1681,2628.9,516.708,66,116.9021,40.208267
1704538638,"2024-01-06 10:57:18",B1766,CA1681,2872.74,522.264,65,116.926804,40.216944
1704538653,"2024-01-06 10:57:33",B1766,CA1681,3101.34,529.672,65,116.95015,40.225137
1704538668,"2024-01-06 10:57:48",B1766,CA1681,3322.32,538.932,65,116.974557,40.233656
1704538683,"2024-01-06 10:58:03",B1766,CA1681,3520.44,546.34,59,116.998047,40.242691
1704538698,"2024-01-06 10:58:18",B1766,CA1681,3596.64,559.304,41,117.01794,40.256746
1704538713,"2024-01-06 10:58:33",B1766,CA1681,3589.02,548.192,20,117.030674,40.274715
1704538728,"2024-01-06 10:58:48",B1766,CA1681,3596.64,527.82,4,117.035294,40.294314
1704538743,"2024-01-06 10:59:03",B1766,CA1681,3596.64,518.56,352,117.032859,40.314098
1704538758,"2024-01-06 10:59:18",B1766,CA1681,3596.64,516.708,352,117.02948,40.333008
1704538773,"2024-01-06 10:59:33",B1766,CA1681,3695.7,518.56,352,117.026055,40.352225
1704538788,"2024-01-06 10:59:48",B1766,CA1681,3825.24,525.968,352,117.022497,40.371683
1704538803,"2024-01-06 11:00:03",B1766,CA1681,3947.16,527.82,352,117.018752,40.391747
1704538818,"2024-01-06 11:00:18",B1766,CA1681,4069.08,524.116,346,117.013508,40.41088
1704538833,"2024-01-06 11:00:33",B1766,CA1681,4183.38,525.968,338,117.004894,40.429315
1704538848,"2024-01-06 11:00:48",B1766,CA1681,4297.68,529.672,335,116.993958,40.447128
1704538863,"2024-01-06 11:01:03",B1766,CA1681,4411.98,529.672,335,116.982984,40.46516
1704538878,"2024-01-06 11:01:18",B1766,CA1681,4526.28,529.672,335,116.971924,40.4832
1704538893,"2024-01-06 11:01:33",B1766,CA1681,4602.48,531.524,335,116.960761,40.501331
1704538908,"2024-01-06 11:01:48",B1766,CA1681,4686.3,537.08,335,116.949768,40.519135
1704538923,"2024-01-06 11:02:03",B1766,CA1681,4800.6,555.6,335,116.93804,40.538154
1704538938,"2024-01-06 11:02:18",B1766,CA1681,4975.86,570.416,335,116.92657,40.55672
1704538953,"2024-01-06 11:02:33",B1766,CA1681,5212.08,575.972,335,116.914382,40.576374
1704538968,"2024-01-06 11:02:48",B1766,CA1681,5440.68,577.824,335,116.90221,40.59611
1704538983,"2024-01-06 11:03:03",B1766,CA1681,5547.36,577.824,335,116.889974,40.615943
1704538998,"2024-01-06 11:03:18",B1766,CA1681,5646.42,574.12,335,116.877927,40.635262
1704539013,"2024-01-06 11:03:33",B1766,CA1681,5760.72,572.268,335,116.866004,40.654349
1704539028,"2024-01-06 11:03:48",B1766,CA1681,5875.02,572.268,335,116.853707,40.674087
1704539043,"2024-01-06 11:04:03",B1766,CA1681,5989.32,574.12,335,116.84178,40.69313
1704539058,"2024-01-06 11:04:18",B1766,CA1681,6149.34,581.528,335,116.82953,40.71268
1704539073,"2024-01-06 11:04:33",B1766,CA1681,6347.46,588.936,335,116.816878,40.733162
1704539088,"2024-01-06 11:04:48",B1766,CA1681,6530.34,607.456,345,116.80756,40.75392
1704539103,"2024-01-06 11:05:03",B1766,CA1681,6720.84,624.124,356,116.803528,40.777313
1704539118,"2024-01-06 11:05:18",B1766,CA1681,6896.1,635.236,3,116.804443,40.800888
1704539133,"2024-01-06 11:05:33",B1766,CA1681,7071.36,644.496,2,116.805603,40.824326
1704539148,"2024-01-06 11:05:48",B1766,CA1681,7239,651.904,2,116.806765,40.849449
1704539163,"2024-01-06 11:06:03",B1766,CA1681,7406.64,657.46,2,116.807951,40.873517
1704539178,"2024-01-06 11:06:18",B1766,CA1681,7566.66,663.016,2,116.8092,40.899027
1704539193,"2024-01-06 11:06:33",B1766,CA1681,7726.68,670.424,2,116.810448,40.923141
1704539208,"2024-01-06 11:06:48",B1766,CA1681,7871.46,674.128,2,116.811768,40.9487
1704539223,"2024-01-06 11:07:03",B1766,CA1681,8023.86,681.536,2,116.813133,40.974023
1704539238,"2024-01-06 11:07:18",B1766,CA1681,8221.98,681.536,4,116.814818,40.999859
1704539253,"2024-01-06 11:07:33",B1766,CA1681,8427.72,700.056,17,116.822558,41.024532
1704539268,"2024-01-06 11:07:48",B1766,CA1681,8572.5,725.984,29,116.837165,41.049205
1704539283,"2024-01-06 11:08:03",B1766,CA1681,8595.36,774.136,40,116.858951,41.071969
1704539298,"2024-01-06 11:08:18",B1766,CA1681,8679.18,790.804,43,116.885376,41.093445
1704539313,"2024-01-06 11:08:33",B1766,CA1681,8831.58,792.656,43,116.912598,41.115738
1704539328,"2024-01-06 11:08:48",B1766,CA1681,8983.98,788.952,43,116.938538,41.136932
1704539343,"2024-01-06 11:09:03",B1766,CA1681,9090.66,790.804,43,116.964819,41.158463
1704539358,"2024-01-06 11:09:18",B1766,CA1681,9204.96,790.804,43,116.991882,41.180603
1704539373,"2024-01-06 11:09:33",B1766,CA1681,9288.78,787.1,43,117.018127,41.202072
1704539388,"2024-01-06 11:09:48",B1766,CA1681,9364.98,783.396,43,117.044861,41.223816
1704539403,"2024-01-06 11:10:03",B1766,CA1681,9425.94,785.248,43,117.07156,41.24556
1704539418,"2024-01-06 11:10:18",B1766,CA1681,9479.28,790.804,43,117.097404,41.266557
1704539433,"2024-01-06 11:10:33",B1766,CA1681,9479.28,792.656,43,117.124878,41.288773
1704539448,"2024-01-06 11:10:48",B1766,CA1681,9479.28,794.508,43,117.151212,41.30999
1704539463,"2024-01-06 11:11:03",B1766,CA1681,9479.28,794.508,43,117.179864,41.33308
1704539478,"2024-01-06 11:11:18",B1766,CA1681,9479.28,794.508,43,117.207336,41.35524
1704539493,"2024-01-06 11:11:33",B1766,CA1681,9479.28,794.508,43,117.233948,41.376663
1704539508,"2024-01-06 11:11:48",B1766,CA1681,9479.28,792.656,43,117.26066,41.39816
1704539523,"2024-01-06 11:12:03",B1766,CA1681,9479.28,794.508,43,117.289165,41.421066
1704539538,"2024-01-06 11:12:18",B1766,CA1681,9479.28,792.656,43,117.316194,41.442856
1704539553,"2024-01-06 11:12:33",B1766,CA1681,9479.28,792.656,43,117.34408,41.4652
1704539568,"2024-01-06 11:12:48",B1766,CA1681,9479.28,790.804,43,117.370712,41.486516
1704539583,"2024-01-06 11:13:03",B1766,CA1681,9479.28,788.952,43,117.398217,41.508499
1704539598,"2024-01-06 11:13:18",B1766,CA1681,9479.28,790.804,43,117.425121,41.529968
1704539613,"2024-01-06 11:13:33",B1766,CA1681,9479.28,788.952,43,117.45164,41.551038
1704539628,"2024-01-06 11:13:48",B1766,CA1681,9479.28,785.248,43,117.479304,41.573135
1704539643,"2024-01-06 11:14:03",B1766,CA1681,9479.28,785.248,43,117.505678,41.594192
1704539658,"2024-01-06 11:14:18",B1766,CA1681,9479.28,787.1,43,117.533527,41.616444
1704539673,"2024-01-06 11:14:33",B1766,CA1681,9479.28,788.952,43,117.55958,41.63722
1704539688,"2024-01-06 11:14:48",B1766,CA1681,9479.28,788.952,43,117.58597,41.6582
1704539703,"2024-01-06 11:15:03",B1766,CA1681,9479.28,790.804,43,117.61356,41.68013
1704539718,"2024-01-06 11:15:18",B1766,CA1681,9479.28,790.804,43,117.64067,41.70168
1704539733,"2024-01-06 11:15:33",B1766,CA1681,9479.28,790.804,43,117.66089,41.71774
1704539748,"2024-01-06 11:15:48",B1766,CA1681,9479.28,790.804,43,117.69008,41.74083
1704539763,"2024-01-06 11:16:03",B1766,CA1681,9479.28,788.952,43,117.71863,41.76338
1704539802,"2024-01-06 11:16:42",B1766,CA1681,9479.28,788.952,43,117.7866,41.81704
1704539817,"2024-01-06 11:16:57",B1766,CA1681,9479.28,788.952,43,117.81317,41.83789
