Time,"UTC TIME",Anum,Fnum,Height,Speed,Angle,Longitude,Latitude
1687832899,"2023-06-27 02:28:19",B1972,ZH8917,45.72,185.2,88,114.59564,23.0484
1687832913,"2023-06-27 02:28:33",B1972,ZH8917,45.72,292.616,87,114.60597,23.0488
1687832928,"2023-06-27 02:28:48",B1972,ZH8917,175.26,318.544,88,114.61853,23.04913
1687832944,"2023-06-27 02:29:04",B1972,ZH8917,381,318.544,88,114.63135,23.04946
1687832959,"2023-06-27 02:29:19",B1972,ZH8917,586.74,314.84,82,114.64388,23.05138
1687832973,"2023-06-27 02:29:33",B1972,ZH8917,746.76,331.508,26,114.65297,23.05971
1687832993,"2023-06-27 02:29:53",B1972,ZH8917,944.88,348.176,351,114.65449,23.0765
1687833009,"2023-06-27 02:30:09",B1972,ZH8917,1074.42,370.4,332,114.64849,23.08972
1687833027,"2023-06-27 02:30:27",B1972,ZH8917,1181.1,405.588,325,114.63654,23.10639
1687833041,"2023-06-27 02:30:41",B1972,ZH8917,1325.88,442.628,327,114.62677,23.1204
1687833056,"2023-06-27 02:30:56",B1972,ZH8917,1485.9,459.296,328,114.61712,23.13478
1687833071,"2023-06-27 02:31:11",B1972,ZH8917,1638.3,477.816,327,114.606934,23.14959
1687833086,"2023-06-27 02:31:26",B1972,ZH8917,1775.46,498.188,315,114.59478,23.16453
1687833101,"2023-06-27 02:31:41",B1972,ZH8917,1981.2,487.076,293,114.57816,23.17378
1687833126,"2023-06-27 02:32:06",B1972,ZH8917,2316.48,477.816,262,114.54595,23.17502
1687833141,"2023-06-27 02:32:21",B1972,ZH8917,2484.12,488.928,264,114.52632,23.17259
1687833156,"2023-06-27 02:32:36",B1972,ZH8917,2560.32,507.448,263,114.5059,23.1703
1687833186,"2023-06-27 02:33:06",B1972,ZH8917,2720.34,537.08,263,114.46248,23.16542
1687833201,"2023-06-27 02:33:21",B1972,ZH8917,2758.44,540.784,263,114.441071,23.162904
1687833216,"2023-06-27 02:33:36",B1972,ZH8917,2758.44,540.784,263,114.4194,23.16039
1687833231,"2023-06-27 02:33:51",B1972,ZH8917,2758.44,540.784,262,114.39728,23.15764
1687833245,"2023-06-27 02:34:05",B1972,ZH8917,2758.44,542.636,262,114.381358,23.155642
1687833260,"2023-06-27 02:34:20",B1972,ZH8917,2758.44,542.636,262,114.35949,23.15295
1687833280,"2023-06-27 02:34:40",B1972,ZH8917,2758.44,540.784,262,114.330393,23.149357
1687833294,"2023-06-27 02:34:54",B1972,ZH8917,2758.44,540.784,263,114.3075,23.14664
1687833305,"2023-06-27 02:35:05",B1972,ZH8917,2758.44,540.784,263,114.29292,23.1449
1687833324,"2023-06-27 02:35:24",B1972,ZH8917,2758.44,540.784,263,114.26387,23.14149
