Time,"UTC TIME",Anum,Fnum,Height,Speed,Angle,Longitude,Latitude
1735989189,"2025-01-04 11:13:09",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989197,"2025-01-04 11:13:17",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989238,"2025-01-04 11:13:58",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989248,"2025-01-04 11:14:08",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989253,"2025-01-04 11:14:13",B7181,CA1615,0,0,84,116.61595153809,40.05850982666
1735989262,"2025-01-04 11:14:22",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989288,"2025-01-04 11:14:48",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989317,"2025-01-04 11:15:17",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989322,"2025-01-04 11:15:22",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989340,"2025-01-04 11:15:40",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989342,"2025-01-04 11:15:42",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989347,"2025-01-04 11:15:47",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989378,"2025-01-04 11:16:18",B7181,CA1615,0,0,84,116.61595916748,40.058490753174
1735989403,"2025-01-04 11:16:43",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989420,"2025-01-04 11:17:00",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989433,"2025-01-04 11:17:13",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989476,"2025-01-04 11:17:56",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989491,"2025-01-04 11:18:11",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989527,"2025-01-04 11:18:47",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989539,"2025-01-04 11:18:59",B7181,CA1615,0,0,84,116.6159362793,40.058502197266
1735989548,"2025-01-04 11:19:08",B7181,CA1615,0,0,84,116.61595153809,40.058498382568
1735989581,"2025-01-04 11:19:41",B7181,CA1615,0,22.224,84,116.61689758301,40.058692932129
1735989589,"2025-01-04 11:19:49",B7181,CA1615,0,20.372,84,116.61721801758,40.058910369873
1735989592,"2025-01-04 11:19:52",B7181,CA1615,0,20.372,84,116.61743164062,40.059093475342
1735989601,"2025-01-04 11:20:01",B7181,CA1615,0,12.964,84,116.61753845215,40.059356689453
1735989619,"2025-01-04 11:20:19",B7181,CA1615,0,0,84,116.61751556396,40.05944442749
1735989671,"2025-01-04 11:21:11",B7181,CA1615,0,264.836,353,116.61541748047,40.072906494141
1735989686,"2025-01-04 11:21:26",B7181,CA1615,45.72,305.58,354,116.61393737793,40.083290100098
1735989701,"2025-01-04 11:21:41",B7181,CA1615,220.98,314.84,353,116.61187744141,40.095718383789
1735989716,"2025-01-04 11:21:56",B7181,CA1615,419.1,312.988,16,116.61212158203,40.10737991333
1735989731,"2025-01-04 11:22:11",B7181,CA1615,601.98,320.396,34,116.6201171875,40.117691040039
1735989746,"2025-01-04 11:22:26",B7181,CA1615,777.24,316.692,28,116.62811279297,40.128078460693
1735989761,"2025-01-04 11:22:41",B7181,CA1615,944.88,316.692,27,116.63524627686,40.138549804688
1735989776,"2025-01-04 11:22:56",B7181,CA1615,1036.32,348.176,28,116.64263916016,40.14990234375
1735989791,"2025-01-04 11:23:11",B7181,CA1615,1120.14,403.736,51,116.65495300293,40.160663604736
1735989806,"2025-01-04 11:23:26",B7181,CA1615,1219.2,451.888,71,116.6736831665,40.168064117432
1735989821,"2025-01-04 11:23:41",B7181,CA1615,1341.12,485.224,82,116.69583892822,40.171184539795
1735989836,"2025-01-04 11:23:56",B7181,CA1615,1493.52,509.3,84,116.72039794922,40.173431396484
1735989851,"2025-01-04 11:24:11",B7181,CA1615,1714.5,513.004,85,116.74517822266,40.175354003906
1735989866,"2025-01-04 11:24:26",B7181,CA1615,1927.86,520.412,84,116.77093505859,40.177230834961
1735989881,"2025-01-04 11:24:41",B7181,CA1615,2110.74,529.672,79,116.79665374756,40.179840087891
1735989896,"2025-01-04 11:24:56",B7181,CA1615,2331.72,516.708,56,116.8193359375,40.18830871582
1735989911,"2025-01-04 11:25:11",B7181,CA1615,2575.56,501.892,34,116.83599853516,40.202270507812
